"Agricultural methane emissions (% of total)","Agricultural nitrous oxide emissions (% of total)","Agriculture, forestry, and fishing, value added (current US$)","Changes in inventories (current US$)","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","CO2 emissions from gaseous fuel consumption (% of total)","CO2 emissions from gaseous fuel consumption (kt)","CO2 emissions from liquid fuel consumption (% of total)","CO2 emissions from liquid fuel consumption (kt)","CO2 emissions from manufacturing industries and construction (% of total fuel combustion)","CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)","CO2 emissions from solid fuel consumption (% of total)","CO2 emissions from solid fuel consumption (kt)","CO2 emissions from transport (% of total fuel combustion)","CO2 intensity (kg per kg of oil equivalent energy use)","Energy related methane emissions (% of total)","Exports of goods and services (current US$)","External balance on goods and services (current US$)","Final consumption expenditure (current US$)","GDP (current US$)","GDP per capita (current US$)","General government final consumption expenditure (current US$)","GNI (current US$)","Gross capital formation (current US$)","Gross domestic savings (current US$)","Gross fixed capital formation (current US$)","Gross national expenditure (current US$)","Gross savings (current US$)","Gross value added at basic prices (GVA) (current US$)","Households and NPISHs Final consumption expenditure (current US$)","Imports of goods and services (current US$)","Industry (including construction), value added (current US$)","Manufacturing, value added (current US$)","Net primary income (Net income from abroad) (current US$)","Net secondary income (Net current transfers from abroad) (current US$)","Nitrous oxide emissions in energy sector (% of total)","Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","Services, value added (current US$)","Taxes less subsidies on products (current US$)","Year","Country"
"false","true",,,"true","false","false","false","false","false","false","false","true","false","false","true","true",,,,,,,,,,,,,,,,,,"false","true","false","false",,,"false","Poland"
"false","true",,"false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","false","Portugal"
"false","true","false","false",,,,,,,,,,,,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false",,"false","false","false",,"false","Puerto Rico"
"false","false",,,"true","true","false","false","false","true","false","false","false","false","false","false","true",,,,"false","false",,"false",,,,,,,,,,,"false",,"false","false",,,"false","Qatar"
"false","true",,,"false","false","false","false","false","true","false","false","false","false","false","true","true",,,,"false","false",,,,,,,,,,,,,,,"false","false",,,"false","Romania"
"false","true",,,,"false","false","false","false",,,,"false","false",,,"true",,,,,,,,,,,,,,,,,,,,"false","false",,,"false","Russian Federation"
"false","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","false","true","false","false","false",,"false","Rwanda"
"true","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,,,,,,"false",,"false","false",,,"false","Samoa"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","San Marino"
"false","true",,,,"false","false","true","false",,,,"false","false",,,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"false","Sao Tome and Principe"
"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true",,"false",,"false","false","false","Saudi Arabia"
"true","true","false",,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","true","false","false","false","false","false","Senegal"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","Serbia"
"false","false","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","Seychelles"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","Sierra Leone"
"false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false",,"false","false","false","Singapore"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","Sint Maarten (Dutch part)"
"true","true",,,"false",,,,,"false","false","false",,,"false",,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"false","Slovak Republic"
"true","true",,,"true",,,,,"false","false","false",,,"false",,"false",,,,,,,,,,,,,,,,,,,,"false","false",,,"false","Slovenia"
"true","true",,"false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false",,"false","false","false","false","false","false","false",,"false",,,"false","true","false","false",,"false","false","Solomon Islands"
"true","true","false","false",,"false","false","true","false",,,,"false","false",,,"false","false","true","false","false","false",,"false","false","false","false","false",,"false",,"false",,"false","false",,"false","false",,"false","false","Somalia"
"false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false",,"false","false","false","South Africa"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","South Sudan"
"true","true",,,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,,"false","true","false","false",,"false","false","Spain"
"true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"false","false","false","false","false","true","false","false","false",,"false","Sri Lanka"
"false","true","false",,,"false","false","true","false",,,,"false","false",,,"false",,,,"false","false",,"false",,,,,,"false",,,"false","false","false","true","false","false","false","false","false","St. Kitts and Nevis"
